Asset,Description,Location,Parent,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned,Work_Order,WorkOrder_Description,Reported_Timestamp,Target_Finish_Timestamp,Actual_Finish_Timestamp,Status,Priority_Int,Work_Type,Lead
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-49728,Repair cladding on CV-1828,2023-10-30T10:49:00.000Z,2023-11-10T09:53:00.000Z,2024-07-08T09:47:00.000Z,CLOSE,4,CO,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-49728,Repair cladding on CV-1828,2023-10-30T10:49:00.000Z,2023-11-10T09:53:00.000Z,2024-07-08T09:47:00.000Z,CLOSE,4,CO,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-49727,Repair/modify scaffold at CV1828,2023-10-30T10:47:00.000Z,2023-11-10T09:44:00.000Z,2023-10-30T15:15:00.000Z,CLOSE,2,SA,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,23-48875,Lubrication route CV-1828,2023-10-16T01:49:00.000Z,2023-11-09T00:00:00.000Z,2024-06-20T15:32:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47234,INSPECT GEARBOX,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47232,INSPECT TROUGH GASKETS FOR LEAKAGE,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-47234,INSPECT GEARBOX,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47234,INSPECT GEARBOX,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47230,CV-1828 MECHANICAL PM,2023-09-18T01:48:00.000Z,2023-10-10T10:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-47232,INSPECT TROUGH GASKETS FOR LEAKAGE,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47232,INSPECT TROUGH GASKETS FOR LEAKAGE,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47230,CV-1828 MECHANICAL PM,2023-09-18T01:48:00.000Z,2023-10-10T10:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47232,INSPECT TROUGH GASKETS FOR LEAKAGE,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47235,INSPECT SCREW CONVEYOR,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47230,CV-1828 MECHANICAL PM,2023-09-18T01:48:00.000Z,2023-10-10T10:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,23-47234,INSPECT GEARBOX,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47234,INSPECT GEARBOX,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47231,CHECK COUPLING BOLTS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,23-47230,CV-1828 MECHANICAL PM,2023-09-18T01:48:00.000Z,2023-10-10T10:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,23-47236,INSPECT CONVEYOR TROUGH,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,23-47233,INSPECT PILLOW BLOCK BEARINGS,2023-09-18T01:48:00.000Z,2023-10-10T07:00:00.000Z,2023-10-30T06:54:00.000Z,CLOSE,4,PM,
